,단축코드,한글 종목명
1023,080470,성창오토텍
1024,043260,성호전자
1025,148150,세경하이테크
1026,002420,세기상사보통주
1027,188260,세니젠
1028,053060,세동
1029,340440,세림비앤지
1030,017510,세명전기공업
1032,004360,세방보통주
1033,004490,세방전지보통주
1034,011560,세보엠이씨
1035,267080,세븐브로이맥주
1036,396300,세아메카닉스
1037,001430,세아베스틸지주보통주
1038,306200,세아제강보통주
1039,003030,세아제강지주보통주
1040,019440,세아특수강보통주
1041,058650,세아홀딩스보통주
1042,013000,세우글로벌보통주
1043,100700,세운메디칼
1044,024830,세원물산
1045,091090,세원이앤씨보통주
1046,021820,세원정공보통주
1047,067830,세이브존I&C보통주
1048,258830,세종메디칼
1049,036630,세종텔레콤
1050,039310,세중
1051,075580,세진중공업보통주
1052,067770,세진티에스
1053,053450,세코닉스
1054,222810,세토피아
1055,252500,세화피앤씨
1056,321370,센서뷰
1057,347000,센코
1058,331920,셀레믹스
1059,352770,셀레스트라
1060,471820,셀로맥스사이언스
1061,049180,셀루메드
1062,299660,셀리드
1063,108860,셀바스에이아이
1064,208370,셀바스헬스케어
1065,318160,셀바이오휴먼텍
1066,308430,셀비온
1067,068270,셀트리온보통주
1068,068760,셀트리온제약
1069,068940,셀피글로벌
1070,007720,소노스퀘어
1071,060230,소니드
1072,290690,소룩스
1073,950200,소마젠
1074,032680,소프트센
1076,258790,소프트캠프
1077,066910,손오공
1078,215090,솔디펜스
1081,336370,솔루스첨단소재보통주
1082,248070,솔루엠보통주
1083,035610,솔본
1084,357780,솔브레인
1085,036830,솔브레인홀딩스
1086,304100,솔트룩스
1087,328380,솔트웨어
1088,004430,송원산업보통주
1089,086980,쇼박스
1090,017550,수산세보틱스보통주
1091,050960,수산아이앤티
1092,126720,수산인더스트리보통주
1093,084180,수성웹툰
1094,253840,수젠텍
1095,067160,숲
1096,298830,슈어소프트테크
1097,236200,슈프리마
1098,094840,슈프리마에이치큐
1099,192440,슈피겐코리아
1100,424960,스마트레이더시스템
1101,099440,스맥
1102,357880,스카이월드와이드
1103,276040,스코넥엔터테인먼트
1104,204210,스타에스엠자기관리부동산투자회사보통주
1105,060240,스타코링크
1106,115570,스타플렉스
1107,330730,스톤브릿지벤처스
1108,352090,스톰테크
1109,204630,스튜디오 산타클로스 엔터테인먼트
1110,253450,스튜디오드래곤 주식회사
1111,408900,스튜디오미르
1112,415380,스튜디오삼익
1113,026890,스틱인베스트먼트보통주
1114,013810,스페코
1115,347700,스피어
1116,049830,승일
1117,020710,시공테크
1118,033170,시그네틱스
1119,048870,시너지이노베이션
1120,025320,시노펙스
1121,134790,시디즈보통주
1122,340810,시선에이아이
1123,269620,시스웍
1124,000480,시알홀딩스보통주
1125,056090,시지메드텍
1126,429270,시지트로닉스
1127,418250,시큐레터
1128,131090,시큐브
1129,462870,시프트업보통주
1130,016590,신대양제지보통주
1131,290520,신도기연
1132,029530,신도리코보통주
1133,004970,신라교역보통주
1134,001000,신라섬유
1135,025870,신라에스지
1136,215600,신라젠
1137,065350,신성델타테크
1138,416180,신성에스티
1139,011930,신성이엔지보통주
1140,005390,신성통상보통주
1141,004170,신세계보통주
1142,035510,신세계아이앤씨 보통주
1143,031430,신세계인터내셔날보통주
1144,031440,신세계푸드보통주
1145,006880,신송홀딩스보통주
1146,162300,신스틸
1147,290560,신시웨이
1148,002800,신신제약
1149,005800,신영와코루보통주
1150,001720,신영증권보통주
1151,472220,신영해피투모로우제10호기업인수목적
1152,430220,신영해피투모로우제8호기업인수목적
1153,009270,신원보통주
1154,017000,신원종합개발
1155,002700,신일전자보통주
1156,012790,신일제약
1157,138070,신진에스엠
1158,226330,신테카바이오
1159,002870,신풍보통주
1161,019170,신풍제약보통주
1162,481850,신한글로벌액티브리츠보통주
1163,055550,신한금융지주회사보통주
1164,404990,신한서부티엔디리츠보통주
1165,293940,신한알파리츠보통주
1166,452980,신한제11호기업인수목적
1167,474660,신한제12호기업인수목적
1168,474930,신한제13호기업인수목적
1169,487360,신한제14호기업인수목적
1170,487830,신한제15호기업인수목적
1171,496070,신한제16호기업인수목적
1172,056700,신화인터텍
1173,187270,신화콘텍
1174,004080,신흥보통주
1175,243840,신흥에스이씨
1176,257720,실리콘투
1177,222800,심텍
1178,036710,심텍홀딩스
1179,444530,심플랫폼
1180,234030,싸이닉솔루션
1181,160980,싸이맥스
1182,356890,싸이버원
1183,217330,싸이토젠
1184,102280,쌍방울
1185,004770,써니전자보통주
1186,217320,썬테크
1187,208640,썸에이지
1188,222420,쎄노텍
1189,037760,쎄니트
1190,081180,쎄크
1191,099320,쎄트렉아이
1192,049960,쎌바이오텍
1193,088280,쏘닉스
1194,403550,쏘카보통주
1195,050890,쏠리드
1196,394800,쓰리빌리언
1197,177900,쓰리에이로직스
1198,475400,씨메스
1199,109670,씨싸이트
1200,066790,씨씨에스충북방송
1201,222080,씨아이에스
1202,004920,씨아이테크보통주
1203,236030,씨알푸드
1204,103660,씨앗
1205,352480,씨앤씨인터내셔널
1206,245450,씨앤에스링크
1207,264660,씨앤지하이테크
1208,352700,씨앤투스
1209,056730,씨앤티85
1210,458870,씨어스테크놀로지
1211,065770,씨에스
1212,297090,씨에스베어링
1213,083660,씨에스에이코스믹
1214,112610,씨에스윈드보통주
1215,900120,씨엑스아이헬스케어테크놀리지그룹리미티드
1216,359090,씨엔알리서치
1217,115530,씨엔플러스
1218,115480,씨유메디칼시스템
1219,376290,씨유테크
1220,189330,씨이랩
1221,000120,씨제이대한통운보통주
1222,311690,씨제이바이오사이언스
1223,079160,씨제이씨지브이 보통주
1224,035760,씨제이이엔엠
1226,097950,씨제이제일제당 주식회사 보통주
1227,051500,씨제이프레시웨이
1228,096530,씨젠
1229,083790,씨지인바이츠
1230,480370,씨케이솔루션보통주
1231,101240,씨큐브
1232,060590,씨티씨바이오
1233,308170,씨티알모빌리티보통주
1234,260930,씨티케이
1235,413630,씨피시스템
1236,013990,아가방앤컴퍼니
1237,123860,아나패스
1238,025980,아난티
1239,008700,아남전자보통주
1240,125210,아모그린텍
1242,090430,아모레퍼시픽 보통주
1245,002790,아모레퍼시픽홀딩스보통주
1246,052710,아모텍
1247,074430,아미노로직스
1248,092040,아미코젠
1249,083930,아바코
1250,149950,아바텍
1251,036010,아비코전자
1252,002030,아세아보통주
1253,183190,아세아시멘트보통주
1254,002310,아세아제지보통주
1255,050860,아세아텍
1256,012170,아센디오보통주
1257,136410,아셈스
1258,246720,아스타
1259,450950,아스테라시스
1260,067390,아스트
1261,159010,아스플로
1262,127710,아시아경제
1263,267850,아시아나IDT보통주
1264,020560,아시아나항공 보통주
1265,227610,아우딘퓨쳐스
1266,331740,아우토크립트
1267,143160,아이디스
1268,054800,아이디스홀딩스
1269,332370,아이디피
1270,066430,아이로보틱스
1271,122900,아이마켓코리아보통주
1272,339950,아이비김영
1273,469750,아이비젼웍스
1274,442770,아이비케이에스제21호기업인수목적
1275,448760,아이비케이에스제22호기업인수목적
1276,467930,아이비케이에스제23호기업인수목적
1277,469480,아이비케이에스제24호기업인수목적
1278,460470,아이빔테크놀로지
1279,099190,아이센스
1280,461300,아이스크림미디어
1281,289010,아이스크림에듀
1282,214430,아이쓰리시스템
1283,040910,아이씨디
1284,368600,아이씨에이치
1285,456010,아이씨티케이
1286,052860,아이앤씨테크놀로지
1287,464500,아이언디바이스
1288,010780,아이에스동서보통주
1289,095340,아이에스시
1290,212710,아이에스티이
1291,038880,아이에이
1292,307180,아이엘
1293,101390,아이엠
1294,139130,아이엠금융지주보통주
1295,461030,아이엠비디엑스
1296,052220,아이엠비씨
1297,456570,아이엠지티
1298,451220,아이엠티
1299,447690,아이오바이오
1300,090150,아이윈
1301,123010,아이윈플러스
1302,031310,아이즈비전
1303,462980,아이지넷
1304,185490,아이진
1305,059100,아이컴포넌트
1306,149010,아이케이세미콘
1307,262840,아이퀘스트
1308,175250,아이큐어
1309,052460,아이크래프트
1310,119830,아이텍
1311,052770,아이톡시
1312,124500,아이티센글로벌
1313,031820,아이티센씨티에스보통주
1314,010280,아이티센엔텍
1315,243870,아이티센코어
1316,232830,아이티센피엔에스
1317,372800,아이티아이즈
1318,084850,아이티엠반도체
1319,114840,아이패밀리에스씨
1320,139990,아주스틸보통주
1321,027360,아주아이비투자
1322,032080,아즈텍더블유비이
1323,013310,아진산업
1324,059120,아진엑스텍
1325,009320,아진전자부품보통주
1326,203690,아크솔루션스
1327,158430,아톤
1328,200350,아티스트스튜디오
1329,321820,아티스트컴퍼니
1330,149300,아퓨어스
1331,102950,아하
1332,001540,안국약품
1333,053800,안랩
1334,251280,안지오랩
1335,065660,안트로젠
1336,297570,알로이스
1337,001780,알루코 보통주
1338,260660,알리코제약
1339,354320,알멕
1340,361570,알비더블유
1341,131370,알서포트
1342,140670,알에스오토메이션
1343,327260,알에프머트리얼즈
1344,096610,알에프세미
1345,474610,알에프시스템즈
1346,218410,알에프에이치아이씨
1347,061040,알에프텍
1348,148250,알엔투테크놀로지
1349,347860,알체라
1350,196170,알테오젠
1351,123750,알톤
1352,085810,알티캐스트
1353,043100,알파녹스
1354,117670,알파칩스
1355,314140,알피바이오
1356,291650,압타머사이언스
1357,293780,압타바이오
1358,018250,애경산업보통주
1359,161000,애경케미칼보통주
1360,390110,애니메디솔루션
1361,310200,애니플러스
1362,179530,애드바이오텍
1363,900100,애머릿지코퍼레이션
1364,052790,액토즈소프트
1365,290740,액트로
1366,238090,앤디포스
1367,092600,앤씨앤
1368,129890,앱코
1369,174900,앱클론 주식회사
1370,270520,앱트뉴로사이언스
1371,255440,야스
1372,030960,양지사
1373,102120,어보브반도체
1374,238120,얼라인드제네틱스
1375,224810,엄지하우스
1376,019990,에너토크
1377,011090,에넥스보통주
1378,435570,에르코스 농업회사법인
1379,270660,에브리봇 주식회사
1380,038680,에스넷시스템
1381,137310,에스디바이오센서보통주
1382,217480,에스디생명공학
1383,121890,에스디시스템
1384,099220,에스디엔
1385,304360,에스바이오메딕스
1386,289080,에스브이인베스트먼트
1387,389500,에스비비테크
1388,003080,에스비성보보통주
1389,019550,에스비아이인베스트먼트
1390,034120,에스비에스보통주
1391,042110,에스씨디
1392,246960,에스씨엘사이언스
1393,298060,에스씨엠생명과학
1394,065420,에스아이리소스
1395,270210,에스알바이오텍
1396,103230,에스앤더블류
1397,260970,에스앤디
1398,101490,에스앤에스텍
1399,095910,에스에너지
1400,275630,에스에스알
1401,419530,에스에이엠지엔터테인먼트
1402,031330,에스에이엠티
1403,060540,에스에이티
1404,056190,에스에프에이
1405,036540,에스에프에이반도체
1406,091340,에스엔케이폴리텍
1407,005850,에스엘보통주
1408,246250,에스엘에스바이오
1409,063440,에스엠라이프디자인그룹
1410,010580,에스엠벡셀보통주
1411,460870,에스엠씨지
1412,041510,에스엠엔터테인먼트
1413,048550,에스엠컬처앤콘텐츠
1414,007820,에스엠코어
1415,464080,에스오에스랩
1416,109610,에스와이
1417,365330,에스와이스틸텍
1418,012750,에스원보통주
1419,019590,에스유앤피
1420,306040,에스제이그룹
1421,033530,에스제이지세종보통주
1422,217910,에스제이켐
1423,004060,에스지세계물산보통주
1424,016250,에스지씨이앤씨
1425,049470,에스지에이
1426,184230,에스지에이 솔루션즈
1427,040610,에스지엔지
1428,255220,에스지이
1429,398120,에스지헬스케어
1431,006120,에스케이디스커버리보통주
1432,302440,에스케이바이오사이언스보통주
1433,326030,에스케이바이오팜보통주
1434,475150,에스케이이터닉스보통주
1435,457940,에스케이증권제10호기업인수목적
1436,472230,에스케이증권제11호기업인수목적
1437,473000,에스케이증권제12호기업인수목적
1438,473950,에스케이증권제13호기업인수목적
1439,455910,에스케이증권제9호기업인수목적
1440,000660,에스케이하이닉스보통주
1441,475660,에스켐
1442,096630,에스코넥
1443,069510,에스텍
1444,234300,에스트래픽
1445,039440,에스티아이
1446,098660,에스티오
1447,052020,에스티큐브
1448,237690,에스티팜
1449,050760,에스폴리텍
1450,288620,에스퓨얼셀
1451,443670,에스피소프트
1452,317830,에스피시스템스
1453,058610,에스피지
1454,043340,에쎈테크
1455,023960,에쓰씨엔지니어링보통주
1456,163280,에어레인
1457,298690,에어부산보통주
1458,054630,에이디칩스
1459,200710,에이디테크놀로지
1460,475580,에이럭스
1461,096690,에이루트
1462,078520,에이블씨엔씨보통주
1463,298380,에이비엘바이오
1464,203400,에이비온
1465,195990,에이비프로바이오
1466,003800,에이스침대
1467,088800,에이스테크놀로지
1468,241840,에이스토리
1469,364950,에이아이코리아
1470,453860,에이에스텍
1471,312610,에이에프더블류
1472,015260,에이엔피보통주
1473,172670,에이엘티
1474,495900,에이엠시지
1475,234070,에이원알폼
1476,481070,에이유브랜즈
1477,140910,에이자기관리부동산투자회사보통주
1478,445090,에이직랜드
1479,039570,에이치디씨랩스보통주
1480,089470,에이치디씨현대이피보통주
1481,009540,에이치디한국조선해양보통주
1482,267270,에이치디현대건설기계보통주
1483,443060,에이치디현대마린솔루션보통주
1484,071970,에이치디현대마린엔진보통주
1485,010620,에이치디현대미포보통주
1486,267250,에이치디현대보통주
1487,322000,에이치디현대에너지솔루션보통주
1488,042670,에이치디현대인프라코어보통주
1489,267260,에이치디현대일렉트릭보통주
1490,329180,에이치디현대중공업보통주
1491,295310,에이치브이엠
1492,297890,에이치비솔루션
1493,440290,에이치비인베스트먼트
1494,078150,에이치비테크놀러지
1495,072990,에이치시티
1496,225530,에이치씨보광산업
1497,060560,에이치씨홈센타
1498,036640,에이치알에스
1499,002460,에이치에스화성보통주
1500,487570,에이치에스효성보통주
1501,298050,에이치에스효성첨단소재보통주
1502,044990,에이치엔에스하이텍
1503,028300,에이치엘비
1504,003580,에이치엘비글로벌보통주
1505,278650,에이치엘비바이오스텝
1506,343090,에이치엘비사이언스
1507,067630,에이치엘비생명과학
1508,187420,에이치엘비제넥스
1509,047920,에이치엘비제약
1510,115450,에이치엘비테라퓨틱스
1511,046210,에이치엘비파나진
1512,196300,에이치엘비펩
1513,239610,에이치엘사이언스
1514,036170,에이치엠넥스
1515,462020,에이치엠씨아이비제6호기업인수목적
1516,477340,에이치엠씨아이비제7호기업인수목적
1517,011200,에이치엠엠보통주
1518,148930,에이치와이티씨
1519,376270,에이치이엠파마
1520,044780,에이치케이
1521,195940,에이치케이이노엔
1522,403870,에이치피에스피
1523,357230,에이치피오
1524,355690,에이텀
1525,071670,에이테크솔루션
1526,045660,에이텍
1527,224110,에이텍모빌리티
1528,021080,에이티넘인베스트먼트
1529,200470,에이팩트
1530,207490,에이펙스인텍
1531,262260,에이프로
1532,003060,에이프로젠바이오로직스보통주
1533,007460,에이프로젠보통주
1534,397030,에이프릴바이오
1535,244920,에이플러스에셋보통주
1536,265520,에이피시스템
1537,278470,에이피알보통주
1538,054620,에이피에스
1539,211270,에이피위성
1540,109960,에이피헬스케어
1541,230240,에치에프알
1542,159910,에코글로우
1543,230360,에코마케팅
1544,038870,에코바이오홀딩스
1545,097780,에코볼트
1546,448280,에코아이
1547,101360,에코앤드림
1548,128540,에코캡
1549,086520,에코프로
1550,450080,에코프로머티보통주
1551,247540,에코프로비엠
1552,383310,에코프로에이치엔
1553,038110,에코플라스틱
1554,073540,에프알텍
1555,064850,에프앤가이드
1556,214270,에프에스엔
1557,036810,에프에스티
1558,173940,에프엔씨엔터테인먼트
1559,083500,에프엔에스테크
1560,446440,에피바이오텍
1561,054940,엑사이엔씨
1562,950130,엑세스바이오
1563,373110,엑셀세라퓨틱스
1564,205100,엑셈
1565,356680,엑스게이트
1566,070300,엑스큐어
1567,317770,엑스페릭스
1568,373200,엑스플러스
1569,069920,엑시온그룹
1570,092870,엑시콘
1571,019490,엑시큐어하이트론보통주
1572,317870,엔바이오니아
1573,067570,엔브이에이치코리아
1574,236810,엔비티
1575,140610,엔솔바이오사이언스
1576,333620,엔시스
1577,101400,엔시트론
1578,036570,엔씨소프트보통주
1579,475230,엔알비
1580,238170,엔에스엠
1581,078860,엔에스이엔엠
1582,224760,엔에스컴퍼니
1583,451700,엔에이치기업인수목적29호
1584,466910,엔에이치기업인수목적30호
1585,481890,엔에이치기업인수목적31호
1586,104200,엔에이치엔벅스
1587,060250,엔에이치엔케이씨피
1588,400760,엔에이치올원리츠보통주
1590,005940,엔에이치투자증권보통주
1591,265740,엔에프씨
1592,053290,엔이능률
1593,354200,엔젠바이오
1594,455900,엔젤로보틱스
1595,419080,엔젯
1596,093510,엔지브이아이
1597,208860,엔지스테크널러지
1598,183490,엔지켐생명과학
1599,085310,엔케이 보통주
1600,182400,엔케이맥스
1601,348370,엔켐
1602,069410,엔텔스
1603,227950,엔투텍
1604,291230,엔피
1605,222160,엔피엑스
1606,048830,엔피케이
1607,096870,엘디티
1608,276240,엘리비젼
1609,900140,엘브이엠씨홀딩스보통주
1610,061970,엘비세미콘
1611,309960,엘비인베스트먼트
1612,290650,엘앤씨바이오
1613,066970,엘앤에프보통주
1614,156100,엘앤케이바이오메드
1615,0041J0,엘에스기업인수목적1호
1616,060370,엘에스마린솔루션
1617,417200,엘에스머트리얼즈
1618,078020,엘에스증권
1619,322180,엘에스티라유텍
1620,311060,엘에이티
1622,108670,엘엑스하우시스보통주
1624,383800,엘엑스홀딩스보통주
1625,073110,엘엠에스
1626,083310,엘오티베큠
1627,064400,엘지씨엔에스보통주
1628,037560,엘지헬로비전보통주
1629,037950,엘컴텍
1630,225190,엘케이삼양
1631,489500,엘케이켐
1632,170920,엘티씨
1633,476080,엠83
1634,058630,엠게임
1635,226590,엠디바이스
1636,058970,엠로
1637,097520,엠씨넥스보통주
1638,373170,엠아이큐브솔루션
1639,179290,엠아이텍
1640,484870,엠앤씨솔루션보통주
1641,009780,엠에스씨
1642,123040,엠에스오토텍
1643,432980,엠에프씨
1644,413390,엠오티
1645,032790,엠젠솔루션
1646,033160,엠케이전자
1647,347890,엠투아이코퍼레이션
1648,033310,엠투엔
1649,259630,엠플러스
1650,105550,엣지파운드리
1651,060850,영림원소프트랩
1652,014440,영보화학보통주
1653,143540,영우디에스피
1654,111770,영원무역보통주
1655,009970,영원무역홀딩스보통주
1656,003520,영진약품보통주
1657,000670,영풍보통주
1658,006740,영풍제지보통주
1659,012280,영화금속보통주
1660,265560,영화테크
1661,012160,영흥보통주
1662,036000,예림당
1663,250930,예선테크
1664,053280,예스이십사
1665,122640,예스티
1666,476040,오가노이드사이언스
1667,900300,오가닉티코스메틱스홀딩스컴퍼니리미티드
1668,212310,오건에코텍
1669,045060,오공
1670,192410,오늘이엔엠
1671,080520,오디텍
1672,007310,오뚜기보통주
1673,039830,오로라월드
1674,322310,오로스테크놀로지
1675,046120,오르비텍
1676,475830,오름테라퓨틱
1677,014940,오리엔탈정공
1678,002630,오리엔트바이오보통주
1679,065500,오리엔트정공
1680,271560,오리온보통주
1681,001800,오리온홀딩스보통주
1682,010470,오리콤
1683,417860,오브젠
1684,352910,오비고
1685,053980,오상자이엘
1686,036220,오상헬스케어
1687,052420,오성첨단소재
1688,332190,오션스바이오
1689,052300,오션인더블유
1690,039200,오스코텍
1691,031510,오스템
1692,010060,오씨아이홀딩스보통주
1693,368970,오에스피
1694,138080,오이솔루션
1695,080580,오킨스전자
1696,067170,오텍
1697,353590,오토앤
1698,173130,오파스넷
1699,049480,오픈베이스
1700,394280,오픈엣지테크놀로지
1701,309930,오하임앤컴퍼니
1702,476060,온코닉테라퓨틱스
1703,382150,온코크로스
1704,005320,온타이드보통주
1705,244460,올리패스
1706,226950,올릭스
1707,057540,옴니시스템
1708,131030,옵투스제약
1709,082210,옵트론텍
1710,109080,옵티시스
1711,380540,옵티코어
1712,153710,옵티팜
1713,051390,와이더블유
1714,432430,와이랩
1715,338840,와이바이오로직스
1716,057030,와이비엠넷
1717,122990,와이솔
1718,232140,와이씨
1719,112290,와이씨켐
1720,065530,와이어블
1721,067900,와이엔텍
1722,007530,와이엠
1723,155650,와이엠씨
1724,273640,와이엠텍
1725,251370,와이엠티
1726,209640,와이제이링크
1727,096250,와이즈넛
1728,273060,와이즈버즈
1729,019210,와이지-원
1730,122870,와이지엔터테인먼트
1731,037270,와이지플러스보통주
1732,011690,와이투솔루션보통주
1733,040300,와이티엔
1734,079000,와토스 코리아
1735,316140,우리금융지주보통주
1736,032820,우리기술
1737,041190,우리기술투자
1738,115440,우리넷
1739,046970,우리로
1740,082850,우리바이오
1741,215360,우리산업
1742,072470,우리산업홀딩스
1743,073560,우리손에프앤지 농업회사법인
1744,037400,우리엔터프라이즈
1745,153490,우리이앤엘
1746,101170,우림피티에스
1747,006980,우성보통주
1748,066590,우수AMS
1749,017370,우신시스템보통주
1750,103840,우양
1751,101970,우양에이치씨
1752,046940,우원개발
1753,215380,우정바이오
1754,065680,우주일렉트로닉스
1755,105840,우진보통주
1756,018620,우진비앤지
1757,010400,우진아이엔에스보통주
1758,457550,우진엔텍
1759,049800,우진플라임 보통주
1760,016880,웅진보통주
1761,095720,웅진씽크빅 보통주
1762,396470,워트 주식회사
1763,005820,원림보통주
1764,307280,원바이오젠
1765,032940,원익
1766,104830,원익머트리얼즈
1767,240810,원익아이피에스
1768,014190,원익큐브
1769,074600,원익큐엔씨
1770,217820,원익피앤이
1771,030530,원익홀딩스
1772,012620,원일특강
1773,136150,원일티엔아이
1774,382840,원준
1775,336570,원텍
1776,376980,원티드랩
1777,122830,원포유
1778,008370,원풍
1779,008290,원풍물산
1780,101160,월덱스
1781,336060,웨이버스
1782,095270,웨이브일렉트로닉스
1783,289930,웨이비스
1784,010600,웰바이오텍보통주
1785,065950,웰크론
1786,076080,웰크론한텍
1787,043590,웰킵스하이텍
1788,196700,웹스
1789,069080,웹젠
1790,053580,웹케시
1791,479960,위너스
1792,377460,위니아에이드
1793,044340,위닉스
1794,330350,위더스제약
1795,348350,위드텍
1796,112040,위메이드
1797,101730,위메이드맥스
1798,123420,위메이드플레이
1799,065370,위세아이텍
1800,140660,위월드 주식회사
1801,038620,위즈코프
1802,299900,위지윅스튜디오
1803,036090,위지트
1804,459100,위츠
1805,136540,윈스테크넷
1806,097800,윈팩
1807,192390,윈하이텍
1808,008600,윌비스보통주
1809,335870,윙스풋
1810,900340,윙입푸드홀딩스
1811,014830,유니드 보통주
1812,446070,유니드비티플러스보통주
1813,036200,유니셈
1814,018000,유니슨
1815,047400,유니온머티리얼보통주
1816,203450,유니온바이오메트릭스
1817,000910,유니온보통주
1818,011330,유니켐보통주
1819,077500,유니퀘스트 보통주
1820,011320,유니크
1821,086390,유니테스트
1822,241690,유니테크노
1823,142210,유니트론텍
1824,121060,유니포인트
1825,389680,유디엠텍
1826,088340,유라클
1827,048430,유라테크
1828,206650,유바이오로직스
1829,089850,유비벨록스
1830,495810,유비씨
1831,084440,유비온
1832,032620,유비케어
1833,264450,유비쿼스
1834,078070,유비쿼스홀딩스
1835,002920,유성기업보통주
1836,024800,유성티엔에스
1837,000700,유수홀딩스보통주
1838,054930,유신
1839,069330,유아이디
1840,049520,유아이엘
1841,444920,유안타제11호기업인수목적
1842,446150,유안타제12호기업인수목적
1843,449020,유안타제13호기업인수목적
1844,450940,유안타제14호기업인수목적
1845,473050,유안타제15호기업인수목적
1846,474490,유안타제16호기업인수목적
1847,493790,유안타제17호기업인수목적
1849,003470,유안타증권보통주
1850,263770,유에스티
1851,337840,유엑스엔
1852,072130,유엔젤보통주
1855,000220,유유제약보통주
1856,388720,유일로보틱스
1857,340930,유일에너테크
1858,023410,유진기업
1859,468760,유진기업인수목적10호
1860,488060,유진기업인수목적11호
1861,056080,유진로봇
1862,084370,유진테크
1863,240600,유진테크놀로지
1864,001200,유진투자증권보통주
1865,221800,유투바이오
1866,179900,유티아이
1867,263050,유틸렉스
1869,000100,유한양행보통주
1871,003460,유화증권보통주
1872,191410,육일씨엔에쓰
1873,372170,윤성에프앤씨
1874,146060,율촌
1875,008730,율촌화학보통주
1876,072770,율호
1877,008250,이건산업보통주
1878,039020,이건홀딩스
1879,025820,이구산업보통주
1880,067920,이글루코퍼레이션
1881,044960,이글벳
1882,303530,이노뎁
1883,296640,이노룰스
1884,302430,이노메트리
1885,279060,이노벡스
1886,214320,이노션보통주
1887,462350,이노스페이스
1888,274400,이노시뮬레이션
1889,073490,이노와이어리스
1890,215790,이노인스트루먼트
1891,344860,이노진
1892,088390,이녹스
1893,272290,이녹스첨단소재
1894,053350,이니텍
1895,452400,이닉스
1896,264850,이랜시스
1897,054210,이랜텍
1898,009730,이렘
1899,065440,이루온
1900,088260,이리츠코크렙기업구조조정부동산투자회사보통주
1901,139480,이마트보통주
1902,424870,이뮨온시아
1903,115610,이미지스테크놀로지
1904,478110,이베스트기업인수목적6호
1905,131400,이브이첨단소재
1906,208850,이비테크
1907,351330,이삭엔지니어링
1908,080010,이상네트웍스
1909,379390,이성씨엔아이
1910,457190,이수스페셜티케미컬보통주
1911,086890,이수앱지스
1912,007660,이수페타시스보통주
1913,005950,이수화학보통주
1914,015020,이스타코보통주
1915,047560,이스트소프트
1916,900110,이스트아시아홀딩스인베스트먼트리미티드
1917,239340,이스트에이드
1918,067010,이씨에스텔레콤
1919,093230,이아이디보통주
1920,341310,이앤에치
1921,418620,이에이트
1922,456070,이엔셀
1923,102710,이엔에프테크놀로지
1924,074610,이엔플러스보통주
1925,041520,이엘씨
1926,063760,이엘피
1927,123570,이엠넷
1928,278990,이엠비
1929,083470,이엠앤아이
1930,095190,이엠코리아
1931,091120,이엠텍
1932,232530,이엠티
1933,102460,이연제약보통주
1934,039030,이오테크닉스
1935,294090,이오플로우
1936,245620,이원다이애그노믹스
1937,088290,이원컴포텍
1938,084680,이월드보통주
1939,037370,이지
1940,353810,이지바이오
1941,350520,이지스레지던스리츠보통주
