,단축코드,한글 종목명
1942,334890,이지스밸류플러스리츠보통주
1943,099750,이지케어텍
1944,377330,이지트로닉스
1945,035810,이지홀딩스
1946,092130,이크레더블
1947,096040,이트론
1948,134060,이퓨쳐
1949,001840,이화공영
1950,000760,이화산업보통주
1951,024810,이화전기공업
1952,014990,인디에프보통주
1953,041830,인바디
1954,352940,인바이오
1955,101140,인바이오젠보통주
1956,216400,인바이츠바이오코아
1957,079950,인베니아
1958,389470,인벤티지랩
1959,277410,인산가
1960,060150,인선이엔티
1961,033230,인성정보
1962,450520,인스웨이브
1963,006490,인스코비보통주
1964,465480,인스피언
1965,037330,인지디스플레이
1966,100030,인지소프트
1967,023800,인지컨트롤스보통주
1968,034590,인천도시가스 보통주
1969,211050,인카금융서비스
1970,083640,인콘
1971,064090,인크레더블버즈
1972,216050,인크로스
1973,049070,인탑스
1974,311960,인터로이드
1975,119610,인터로조
1976,017250,인터엠
1977,129260,인터지스보통주
1978,051370,인터플렉스
1979,064290,인텍플러스
1980,189300,인텔리안테크놀로지스
1981,287840,인투셀
1982,150840,인트로메딕
1983,048530,인트론바이오테크놀로지
1984,023810,인팩보통주
1985,115310,인포바인
1986,039290,인포뱅크
1987,071200,인피니트헬스케어
1988,101930,인화정공
1989,249420,일동제약보통주
1990,000230,일동홀딩스보통주
1991,013360,일성건설보통주
1992,003120,일성아이에스보통주
1993,333430,일승
1994,068330,일신바이오베이스
1995,003200,일신방직보통주
1996,007110,일신석재보통주
1998,007570,일양약품보통주
1999,178780,일월지엠엘
2000,008500,일정실업보통주
2001,019540,일지테크
2002,081000,일진다이아몬드 보통주
2003,020760,일진디스플레이보통주
2004,103590,일진전기 보통주
2005,094820,일진파워
2006,271940,일진하이솔루스보통주
2007,015860,일진홀딩스보통주
2008,226320,잇츠한불보통주
2009,950140,잉글우드랩
2010,049550,잉크테크
2011,389020,자람테크놀로지
2012,254120,자비스
2013,043910,자연과 환경
2014,234920,자이글
2015,289220,자이언트스텝
2016,317400,자이에스앤디보통주
2017,033240,자화전자보통주
2018,174880,장원테크
2019,049630,재영솔루텍
2020,417840,저스템
2021,000950,전방보통주
2022,079900,전진건설로봇보통주
2023,110020,전진바이오팜
2024,208140,정다운
2025,040420,정상제이엘에스
2026,045510,정원엔시스
2027,217190,제너셈
2028,095700,제넥신
2029,122310,제노레이
2030,361390,제노코
2031,066830,제노텍
2032,225220,제놀루션
2033,123330,제닉
2034,381620,제닉스
2035,159580,제로투세븐
2036,147830,제룡산업
2037,033100,제룡전기
2038,079370,제우스
2039,067290,제이더블유신약
2040,054950,제이브이엠
2041,023440,제이스코홀딩스
2042,090470,제이스텍
2043,137950,제이씨케미칼
2044,033320,제이씨현시스템
2045,417500,제이아이테크
2046,348950,제이알글로벌리츠보통주
2047,204270,제이앤티씨
2048,127120,제이에스링크
2049,194370,제이에스코퍼레이션보통주
2050,026040,제이에스티나
2051,452160,제이엔비
2052,126880,제이엔케이글로벌
2053,322510,제이엘케이
2054,254160,제이엠멀티
2055,033050,제이엠아이
2056,094970,제이엠티
2057,418550,제이오
2058,035900,제이와이피엔터테인먼트
2059,025620,제이준코스메틱보통주
2060,420570,제이투케이바이오
2061,089790,제이티
2062,950170,제이티씨
2063,030000,제일기획보통주
2064,052670,제일바이오
2065,271980,제일약품보통주
2066,412540,제일엠앤에스
2067,001560,제일연마공업보통주
2068,199820,제일일렉트릭
2069,038010,제일테크노스
2070,002620,제일파마홀딩스보통주
2071,080220,제주반도체
2072,006220,제주은행보통주
2073,089590,제주항공보통주
2074,216080,제테마
2075,337930,젝시믹스
2076,229000,젠큐릭스
2077,082270,젬백스&카엘
2078,044060,조광아이엘아이
2079,004910,조광페인트보통주
2080,004700,조광피혁보통주
2081,001550,조비보통주
2082,462520,조선내화보통주
2083,120030,조선선재 보통주
2084,034940,조아제약
2085,067000,조이시티
2086,018470,조일알미늄보통주
2087,002600,조흥보통주
2088,063160,종근당바이오보통주
2089,185750,종근당보통주
2090,001630,종근당홀딩스보통주
2091,033340,좋은사람들
2092,036930,주성엔지니어링
2093,109070,주성코퍼레이션보통주
2094,185190,주식회사 수프로
2095,357580,주식회사 아모센스
2096,226400,주식회사 오스테오닉
2097,440320,주식회사 오픈놀
2098,189350,주식회사 코셋
2099,348080,주식회사 큐라티스
2100,023450,주식회사동남합성
2101,002380,주식회사케이씨씨
2102,044380,주연테크 보통주
2103,024110,중소기업은행보통주
2104,072020,중앙백신연구소
2105,000440,중앙에너비스
2106,051980,중앙첨단소재
2107,228760,지노믹트리
2108,314130,지놈앤컴퍼니
2109,013890,지누스보통주
2110,389030,지니너스
2111,263860,지니언스
2112,303030,지니틱스
2113,036180,지더블유바이텍
2114,208350,지란지교시큐리티
2115,289860,지슨
2116,144510,지씨셀
2117,340450,지씨지놈
2118,358570,지아이이노베이션
2119,382480,지아이텍
2120,382800,지앤비에스 에코
2121,299480,지앤이헬스케어
2122,051160,지어소프트
2123,001250,지에스글로벌보통주
2124,007070,지에스리테일보통주
2125,053050,지에스이
2126,499790,지에스피앤엘보통주
2127,076340,지에이이노더스
2128,130500,지에이치신소재
2129,388610,지에프씨생명과학
2130,119850,지엔씨에너지
2131,065060,지엔코
2132,204840,지엘팜텍
2133,013870,지엠비코리아보통주
2134,071320,지역난방공사보통주
2135,311320,지오엘리먼트
2136,388050,지투파워
2137,088790,진도 보통주
2138,018120,진로발효
2139,109820,진매트릭스
2140,086060,진바이오텍
2141,036890,진성티이씨
2142,363250,진시스템
2143,003780,진양산업보통주
2144,007370,진양제약
2145,010640,진양폴리우레탄보통주
2146,100250,진양홀딩스보통주
2147,051630,진양화학보통주
2148,272450,진에어보통주
2149,285800,진영
2150,011000,진원생명과학보통주
2151,250030,진코스텍
2154,002780,진흥기업보통주
2155,233990,질경이
2156,085660,차바이오텍
2157,261780,차백신연구소
2158,900250,차이나크리스탈신소재홀딩스
2159,351870,차이커뮤니케이션
2160,009310,참엔지니어링보통주
2161,094850,참좋은여행
2162,368030,창대정밀
2163,004650,창해에탄올
2164,278280,천보
2165,000650,천일고속보통주
2166,362320,청담글로벌
2167,066360,체리부로
2168,033250,체시스보통주
2169,047820,초록뱀미디어
2170,094360,칩스앤미디어
2171,016920,카스
2172,284620,카이노스메드
2173,293490,카카오게임즈
2174,323410,카카오뱅크보통주
2175,035720,카카오보통주
2176,377300,카카오페이보통주
2177,140430,카티스
2178,042000,카페24
2179,006380,카프로보통주
2180,313760,캐리
2181,317530,캐리소프트
2182,071850,캐스텍코리아
2183,198080,캐프
2184,210120,캔버스엔
2185,050110,캠시스
2186,452300,캡스톤파트너스
2187,451760,컨텍
2188,900310,컬러레이홀딩스
2189,078340,컴투스
2190,063080,컴투스홀딩스
2191,307930,컴퍼니케이파트너스
2192,079190,케스피온
2193,263700,케어랩스
2194,214370,케어젠
2195,221980,케이디켐
2196,038530,케이바이오
2197,415640,케이비발해인프라투융자회사보통주
2198,001620,케이비아이동국실업보통주
2199,024840,케이비아이메탈
2200,455250,케이비제25호기업인수목적 주식회사
2201,464680,케이비제27호기업인수목적
2202,478390,케이비제29호기업인수목적
2203,486630,케이비제30호기업인수목적
2204,492220,케이비제31호기업인수목적
2205,0037T0,케이비제32호기업인수목적
2206,318000,케이비지
2207,192250,케이사인
2208,431190,케이쓰리아이
2209,009440,케이씨그린홀딩스보통주
2210,029460,케이씨보통주
2211,112190,케이씨산업
2212,021320,케이씨씨건설
2213,344820,케이씨씨글라스보통주
2214,115500,케이씨에스
2215,119650,케이씨코트렐보통주
2216,281820,케이씨텍보통주
2217,089150,케이씨티
2218,025880,케이씨피드
2219,093320,케이아이엔엑스
2220,093640,케이알엠
2221,044450,케이에스에스 해운 보통주
2222,101000,케이에스인더스트리
2223,073010,케이에스피
2224,226360,케이에이치건설
2225,111870,케이에이치미래물산
2226,060720,케이에이치바텍
2227,122450,케이엑스이노베이션
2228,052900,케이엑스하이텍
2229,105330,케이엔더블유
2230,053080,케이엔솔
2231,199430,케이엔알시스템
2232,432470,케이엔에스
2233,058400,케이엔엔
2234,272110,케이엔제이
2235,039420,케이엘넷
2236,083550,케이엠
2237,032500,케이엠더블유
2238,225430,케이엠제약
2239,102370,케이옥션
2240,068100,케이웨더
2241,092220,케이이씨 보통주
2242,106080,케이이엠텍
2243,036560,케이젯정밀
2244,046440,케이지모빌리언스
2245,455180,케이지에이
2246,151860,케이지에코솔루션
2247,035600,케이지이니시스
2248,381970,케이카보통주
2249,145270,케이탑리츠보통주
2250,089600,케이티나스미디어
2251,418470,케이티밀리의서재
2252,030200,케이티보통주
2253,053210,케이티스카이라이프
2254,058850,케이티씨에스보통주
2255,058860,케이티아이에스보통주
2256,036030,케이티알파
2257,033780,케이티앤지보통주
2258,043610,케이티지니뮤직
2259,064820,케이프
2260,024880,케이피에프
2261,042040,케이피엠테크
2262,054410,케이피티유
2263,258610,케일럼
2264,274090,켄코아에어로스페이스
2265,402420,켈스
2266,089010,켐트로닉스
2267,220260,켐트로스
2268,176590,코나솔
2269,052400,코나아이
2270,402030,코난테크놀로지
2271,391710,코닉오토메이션
2272,046070,코다코
2273,047770,코데즈컴바인
2274,080530,코디
2275,417310,코람코더원리츠보통주
2276,357120,코람코라이프인프라리츠보통주
2277,104540,코렌텍
2278,027050,코리아나화장품
2281,007810,코리아써키트보통주
2282,190650,코리아에셋투자증권
2283,123410,코리아에프티
2284,003690,코리안리재보험보통주
2285,036690,코맥스
2286,049430,코메론
2287,183300,코미코
2288,041960,코미팜
2289,089890,코세스
2290,360350,코셈
2291,082660,코스나인
2292,192820,코스맥스보통주
2293,044820,코스맥스비티아이 주식회사 보통주
2294,222040,코스맥스엔비티
2295,241710,코스메카코리아
2296,005070,코스모신소재보통주
2297,005420,코스모화학보통주
2298,355150,코스텍시스
2299,169670,코스텍시스템
2300,071950,코아스보통주
2301,166480,코아스템켐온
2302,045970,코아시아
2303,196450,코아시아씨엠
2304,384470,코어라인소프트
2307,003070,코오롱글로벌보통주
2309,450140,코오롱모빌리티그룹보통주
2310,002020,코오롱보통주
2311,102940,코오롱생명과학
2312,138490,코오롱이앤피보통주
2314,120110,코오롱인더스트리보통주
2315,950160,코오롱티슈진
2316,021240,코웨이보통주
2317,033290,코웰패션
2318,056360,코위버
2319,282880,코윈테크
2320,121850,코이즈
2321,448710,코츠테크놀로지
2322,126730,코칩
2323,015710,코콤
2324,052330,코텍
2325,322780,코퍼스코리아
2326,036420,콘텐트리중앙보통주
2327,200130,콜마비앤에이치
2328,024720,콜마홀딩스보통주
2329,294570,쿠콘
2330,192400,쿠쿠홀딩스보통주
2331,284740,쿠쿠홈시스보통주
2332,317690,퀀타매트릭스
2333,227100,퀀텀온
2334,432720,퀄리타스반도체
2335,456190,큐라켐
2336,365270,큐라클
2337,086460,큐러블
2338,060280,큐렉소
2339,372320,큐로셀
2340,051780,큐로홀딩스
2341,115180,큐리언트
2342,445680,큐리옥스바이오시스템즈
2343,182360,큐브엔터테인먼트
2344,405100,큐알티
2345,066310,큐에스아이
2346,136660,큐엠씨
2347,016600,큐캐피탈파트너스
2348,355390,크라우드웍스
2350,264900,크라운제과보통주
2352,005740,크라운해태홀딩스보통주
2353,259960,크래프톤보통주
2354,096240,크레버스
2355,040350,크레오에스지
2356,215570,크로넥스
2357,110790,크리스에프앤씨
2358,045520,크린앤사이언스
2359,214150,클래시스
2360,466100,클로봇
2361,237880,클리오
2362,139670,키네마스터
2363,020120,키다리스튜디오보통주
2364,475430,키스트론
2365,487720,키움제10호기업인수목적
2366,489480,키움제11호기업인수목적
2367,446840,키움제8호기업인수목적
2368,039490,키움증권보통주
2369,054780,키이스트
2370,256940,킵스바이오파마
2371,336040,타스컴
2372,219130,타이거일렉
2373,346010,타이드
2374,318660,타임기술
2375,476710,타조엔터테인먼트
2376,434190,탈로스
2377,336680,탑런토탈솔루션
2378,360070,탑머티리얼
2379,180060,탑선
2380,065130,탑엔지니어링
2381,134580,탑코미디어
2382,014580,태경비케이보통주
2383,015890,태경산업보통주
2384,006890,태경케미컬보통주
2385,023160,태광
2386,003240,태광산업보통주
2387,011280,태림포장보통주
2388,323280,태성
2389,053620,태양
2390,052960,태양3C
2392,004100,태양금속공업보통주
2393,116100,태양기계 주식회사
2394,009410,태영건설보통주
2396,044490,태웅
2397,124560,태웅로직스
2398,001420,태원물산보통주
2399,191420,테고사이언스
2400,073640,테라사이언스
2401,066700,테라젠이텍스
2402,095610,테스
2403,055490,테이팩스보통주
2404,308700,테크엔
2405,064520,테크엘
2406,089030,테크윙
2407,258050,테크트랜스
2408,054450,텔레칩스
2409,078000,텔코웨어 보통주
2410,200230,텔콘알에프제약
2411,214420,토니모리보통주
2412,393210,토마토시스템
2413,475960,토모큐브
2414,215480,토박스코리아
2415,051360,토비스
2416,045340,토탈소프트뱅크
2417,108230,톱텍
2418,079970,투비소프트
2419,199800,툴젠
2420,417790,트루엔
2421,290090,트윔
2422,026150,특수건설
2423,464280,티디에스팜
2424,117730,티로보틱스
2425,033830,티비씨
2426,057680,티사이언티픽
2427,204610,티쓰리엔터테인먼트
2428,125020,티씨머티리얼즈
2429,064760,티씨케이
2430,246710,티앤알바이오팹
2431,340570,티앤엘
2432,043220,티에스넥스젠
2433,277880,티에스아이
2434,131290,티에스이
2435,246690,티에스인베스트먼트
2436,317240,티에스트릴리온
2437,019180,티에이치엔보통주
2438,425420,티에프이
2439,484810,티엑스알로보틱스
2440,131100,티엔엔터테인먼트
2441,356860,티엘비
2442,413300,티엘엔지니어링
2443,002900,티와이엠보통주
2445,363280,티와이홀딩스보통주
2446,321550,티움바이오
2447,091810,티웨이항공보통주
2448,004870,티웨이홀딩스보통주
2449,425040,티이엠씨
2450,241790,티이엠씨씨엔에스
2451,032540,티제이미디어
2452,022220,티케이지애강
2453,069260,티케이지휴켐스보통주
2454,104480,티케이케미칼
2455,081150,티플랙스
2456,007980,티피보통주
2457,130740,티피씨
2458,048770,티피씨메카트로닉스
2459,217880,틸론
2460,084730,팅크웨어
2461,440110,파두
2462,034230,파라다이스보통주
2463,033540,파라텍
2464,388870,파로스아이바이오
2465,043200,파루
2466,214450,파마리서치
2467,217950,파마리서치바이오
2468,208340,파멥신
2469,005690,파미셀보통주
2470,177830,파버나인
2471,037070,파세코
2472,150900,파수
2473,037030,파워넷
2474,047310,파워로직스
2475,266870,파워풀엑스
2476,368770,파이버프로
2477,170790,파이오링크
2478,049120,파인디앤씨
2479,038950,파인디지털
2480,387570,파인메딕스
2481,441270,파인엠텍
2482,106240,파인테크닉스
2483,131760,파인텍
2484,065690,파커스
2485,140860,파크시스템스
2486,091700,파트론
2487,202960,판도라티비
2488,032800,판타지오
2489,318010,팜스빌
2490,036580,팜스코보통주
2491,027710,팜스토리
2492,004720,팜젠사이언스보통주
2493,266350,팡스카이
2494,225590,패션플랫폼
2495,054300,팬스타엔터프라이즈
2496,068050,팬엔터테인먼트
2497,028670,팬오션보통주
2498,222110,팬젠
2499,271830,팸텍
2500,010820,퍼스텍보통주
2501,016800,퍼시스보통주
2502,263750,펄어비스
2503,251970,펌텍코리아
2504,001020,페이퍼코리아보통주
2505,327610,펨토바이오메드
2506,168360,펨트론
2507,087010,펩트론
2508,090080,평화산업 주식회사 보통주
2509,010770,평화홀딩스보통주
2510,064800,포니링크
2511,119500,포메탈
2512,389140,포바이포
2513,105760,포스뱅크
2514,022100,포스코DX보통주
2515,058430,포스코스틸리온보통주
2516,047050,포스코인터내셔널보통주
2517,003670,포스코퓨처엠보통주
2518,005490,포스코홀딩스보통주
2519,189690,포시에스
2520,318020,포인트모바일
2521,256630,포인트엔지니어링
2522,331380,포커스에이아이
2523,208710,포톤
2524,472850,폰드그룹
2525,234100,폴라리스세원
2526,039980,폴라리스에이아이
2527,041910,폴라리스에이아이파마
2528,041020,폴라리스오피스
2529,114630,폴라리스우노
2530,290720,푸드나무
2531,005670,푸드웰
2532,094940,푸른기술
2533,057880,푸른소나무
2534,007330,푸른저축은행
2535,017810,풀무원보통주
2536,093380,풍강
2537,023900,풍국주정공업
2538,103140,풍산 보통주
2539,005810,풍산홀딩스보통주
2540,371950,풍원정밀
2541,370090,퓨런티어
2542,445180,퓨릿
2543,151910,퓨처코어
2544,341170,퓨쳐메디신
2545,220100,퓨쳐켐
2546,035200,프럼파스트
2547,334970,프레스티지바이오로직스
2548,950210,프레스티지바이오파마KDR
2549,321260,프로이천
2550,296160,프로젠
2551,053610,프로텍
2552,468530,프로티나
2553,303360,프로티아
2554,377220,프롬바이오
2555,335810,프리시젼바이오
2556,053160,프리엠스
2557,405000,플라즈맵
2558,041590,플래스크
2559,367000,플래티어
2560,075130,플랜티넷
2561,222670,플럼라인생명과학
2562,009810,플레이그램보통주
2563,237820,플레이디
2564,023770,플레이위드코리아
2565,019570,플루토스투자
2566,300080,플리토
2567,033790,피노
2568,032580,피델릭스
2569,051380,피씨디렉트
2570,241820,피씨엘
2571,452450,피아이이
2572,178920,피아이첨단소재보통주
2573,237750,피앤씨테크
2574,460940,피앤에스로보틱스
2575,332570,피에스일렉트로닉스
2576,319660,피에스케이
2577,031980,피에스케이홀딩스
2578,002230,피에스텍
2579,043370,피에이치에이
2580,239890,피엔에이치테크
2581,347740,피엔케이피부임상연구센타
2582,137400,피엔티
2583,257370,피엔티엠에스
2584,024940,피엔풍년
2585,147760,피엠티
2586,128660,피제이메탈
2587,006140,피제이전자
2588,001340,피케이씨보통주
2589,376180,피코그램
2590,304840,피플바이오
2591,087600,픽셀플러스
2592,291810,핀텔
2593,378340,필에너지
2594,161580,필옵틱스
2595,347770,핌스
2596,163730,핑거
2597,417180,핑거스토리
2598,446750,하나26호기업인수목적
2599,448370,하나27호기업인수목적
2600,454750,하나28호기업인수목적
2601,454640,하나29호기업인수목적
2602,469880,하나30호기업인수목적
2603,469900,하나31호기업인수목적
2604,475240,하나32호기업인수목적
2605,475250,하나33호기업인수목적
2606,484130,하나34호기업인수목적
2607,086790,하나금융지주보통주
2608,299030,하나기술
2609,067310,하나마이크론
2610,166090,하나머티리얼즈
2611,293480,하나제약보통주
2612,039130,하나투어보통주
2613,136480,하림
2614,003380,하림지주
2615,450330,하스
2616,101670,하이드로리튬
2617,365590,하이딥
2618,149980,하이로닉
2619,013030,하이록코리아
2620,352820,하이브보통주
2621,126700,하이비젼시스템
2622,071090,하이스틸 보통주
2623,450050,하이제8호기업인수목적
2624,160190,하이젠알앤엠
2625,221840,하이즈항공
2626,106190,하이텍팜
2628,000080,하이트진로보통주
2630,000140,하이트진로홀딩스보통주
2631,065650,하이퍼코퍼레이션
2632,066130,하츠
2633,004590,한국가구
2634,036460,한국가스공사보통주
2635,039340,한국경제티브이
2636,005430,한국공항보통주
2637,034950,한국기업평가
2638,010040,한국내화보통주
2639,025540,한국단자공업보통주
2640,222980,한국맥널티
2641,010100,한국무브넥스보통주
2642,331660,한국미라클피플사
2643,256840,한국비엔씨
2644,219750,한국비티비
2645,004090,한국석유공업보통주
2646,025550,한국선재
2647,002200,한국수출포장공업보통주
2648,002960,한국쉘석유보통주
2649,017890,한국알콜산업
2650,000240,한국앤컴퍼니보통주
2651,033270,한국유나이티드제약 보통주
2652,080720,한국유니온제약
2653,123890,한국자산신탁보통주
2654,015760,한국전력공사보통주
2655,052690,한국전력기술 보통주
2656,041460,한국전자인증
2657,006200,한국전자홀딩스보통주
2658,101680,한국정밀기계
2659,039740,한국정보공학
2660,053300,한국정보인증
2661,025770,한국정보통신
2662,458610,한국제12호기업인수목적
2663,464440,한국제13호기업인수목적
2664,479880,한국제15호기업인수목적
2665,027970,한국제지보통주
2666,023350,한국종합기술보통주
2667,025890,한국주강보통주
2668,000970,한국주철관공업보통주
2669,104700,한국철강보통주
2670,062970,한국첨단소재
2671,017960,한국카본보통주
2672,023760,한국캐피탈
2673,054040,한국컴퓨터
2674,161890,한국콜마보통주
2675,021650,한국큐빅
2676,161390,한국타이어앤테크놀로지보통주
2677,034830,한국토지신탁보통주
2678,152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권)
2680,071050,한국투자금융지주보통주
2681,007280,한국특강보통주
2682,032300,한국파마
2683,037230,한국팩키지
2684,448900,한국피아이엠
2685,047810,한국항공우주산업보통주
2686,123690,한국화장품보통주
2687,003350,한국화장품제조보통주
2688,030520,한글과컴퓨터
2689,052600,한네트
2690,011500,한농화성보통주
2691,002390,한독보통주
2692,256150,한독크린텍
2693,092460,한라아이엠에스
2694,053690,한미글로벌건축사사무소보통주
2695,042700,한미반도체보통주
2696,008930,한미사이언스보통주
2697,128940,한미약품보통주
2698,452190,한빛레이저
2699,047080,한빛소프트
2700,009240,한샘보통주
2701,452280,한선엔지니어링
2702,020000,한섬보통주
2703,003680,한성기업보통주
2704,066980,한성크린텍
2705,105630,한세실업보통주
2706,069640,한세엠케이보통주
2707,016450,한세예스24홀딩스보통주
2708,010420,한솔PNS보통주
2709,009180,한솔로지스틱스보통주
2710,114810,한솔아이원스
2711,070590,한솔인티큐브
2712,213500,한솔제지보통주
2713,014680,한솔케미칼보통주
2714,004710,한솔테크닉스보통주
2715,004150,한솔홀딩스보통주
2716,025750,한솔홈데코보통주
2717,042520,한스바이오메드
2718,004960,한신공영보통주
2719,011700,한신기계공업보통주
2720,430690,한싹
2721,078350,한양디지텍
2722,045100,한양이엔지
2724,001750,한양증권보통주
2725,018880,한온시스템보통주
2726,009420,한올바이오파마보통주
2727,320000,한울반도체
2728,091440,한울소재과학
2729,276730,한울앤제주
2730,014130,한익스프레스보통주
2731,024740,한일단조공업
2732,005860,한일사료
2733,300720,한일시멘트보통주
2734,002220,한일철강보통주
2735,006390,한일현대시멘트보통주
2736,003300,한일홀딩스보통주
2737,007770,한일화학공업
2738,051600,한전KPS 보통주
2739,130660,한전산업개발보통주
2740,198940,한주라이트메탈
2741,058450,한주에이알티
2742,107640,한중엔시에스
2743,002320,한진보통주
2744,003480,한진중공업홀딩스보통주
2746,180640,한진칼보통주
2747,005110,한창보통주
2748,079170,한창산업
2749,009460,한창제지보통주
2750,372910,한컴라이프케어보통주
2751,054920,한컴위드
2752,457370,한켐
2753,002680,한탑
2754,098070,한텍
2757,452260,한화갤러리아보통주
2758,451800,한화리츠보통주
2759,000880,한화보통주
2760,489790,한화비전보통주
2761,088350,한화생명보험보통주
2762,000370,한화손해보험보통주
2764,009830,한화솔루션보통주
2765,272210,한화시스템보통주
2766,012450,한화에어로스페이스보통주
2767,082740,한화엔진보통주
2768,042660,한화오션보통주
2770,003530,한화투자증권보통주
2771,455310,한화플러스제4호기업인수목적
2772,498390,한화플러스제5호기업인수목적
2773,195870,해성디에스보통주
2774,034810,해성산업
2776,059270,해성에어로보틱스
2777,076610,해성옵틱스
2778,101530,해태제과식품주식회사
2779,220180,핸디소프트
2780,143210,핸즈코퍼레이션보통주
2781,900270,헝셩그룹유한회사
2782,214180,헥토이노베이션
2783,234340,헥토파이낸셜
2784,084990,헬릭스미스
2786,000720,현대건설보통주
2787,170030,현대공업
2788,453340,현대그린푸드보통주
2789,086280,현대글로비스보통주
2790,064350,현대로템보통주
2791,079430,현대리바트보통주
2792,012330,현대모비스보통주
2793,319400,현대무벡스
2794,052260,현대바이오랜드
2795,048410,현대바이오사이언스
2796,069960,현대백화점보통주
2797,004560,현대비앤지스틸보통주
2798,016790,현대사료
2799,004310,현대약품보통주
2800,041440,현대에버다임
2801,187660,현대에이디엠바이오
2802,039010,현대에이치티
2803,017800,현대엘리베이터보통주
2804,307950,현대오토에버보통주
2805,011210,현대위아보통주
2806,090850,현대이지웰
2810,005380,현대자동차보통주
2811,004020,현대제철 보통주
2812,005440,현대지에프홀딩스보통주
2813,001500,현대차증권보통주
2814,011760,현대코퍼레이션보통주
2815,227840,현대코퍼레이션홀딩스보통주
2816,126560,현대퓨처넷보통주
2817,001450,현대해상화재보험보통주
2818,057050,현대홈쇼핑보통주
2819,460930,현대힘스
2820,092300,현우산업
2821,138360,협진
2822,308100,형지글로벌
2823,011080,형지아이앤씨
2824,093240,형지엘리트보통주
2825,003010,혜인보통주
2826,111110,호전실업보통주
2828,008770,호텔신라보통주
2829,064240,홈캐스트
2830,039610,화성밸브
2831,378850,화승알앤에이보통주
2832,241590,화승엔터프라이즈보통주
2833,006060,화승인더스트리보통주
2834,013520,화승코퍼레이션보통주
2835,010690,화신보통주
2836,126640,화신정공
2837,133820,화인베스틸보통주
2838,127980,화인써키트
2839,061250,화일약품
2840,010660,화천기계보통주
2841,000850,화천기공보통주
2842,016580,환인제약보통주
2843,032560,황금에스티보통주
2844,004800,효성보통주
2845,094280,효성아이티엑스 보통주
2846,097870,효성오앤비
2847,298040,효성중공업보통주
2848,298020,효성티앤씨보통주
2849,298000,효성화학보통주
2850,093370,후성 보통주
2851,290270,휴네시온
2852,005870,휴니드테크놀러지스보통주
2853,353190,휴럼
2854,090710,휴림로봇
2855,078590,휴림에이텍
2856,205470,휴마시스
2857,115160,휴맥스
2858,028080,휴맥스홀딩스
2859,175140,휴먼테크놀로지
2860,200670,휴메딕스
2861,079980,휴비스보통주
2862,065510,휴비츠
2863,005010,휴스틸보통주
2864,263920,휴엠앤씨
2865,243070,휴온스
2866,084110,휴온스글로벌
2867,145020,휴젤
2868,024060,흥구석유
2869,010240,흥국
2870,189980,흥국에프엔비
2872,000540,흥국화재해상보험보통주
2873,003280,흥아해운보통주
2874,037440,희림종합건축사사무소
2875,238490,힘스
